k,class_subset,embedding,clustering,precision,recall,f1
5,"[1, 3, 5, 9, 10]",logistic_regression,supervised,0.7358,0.7673,0.7249
5,"[1, 3, 5, 9, 11]",logistic_regression,supervised,0.7558,0.7559,0.7214
5,"[1, 3, 5, 10, 11]",logistic_regression,supervised,0.7693,0.777,0.7517
5,"[1, 3, 6, 7, 8]",logistic_regression,supervised,0.6866,0.7014,0.6739
5,"[1, 3, 6, 7, 9]",logistic_regression,supervised,0.8241,0.7482,0.7671
5,"[1, 3, 6, 7, 10]",logistic_regression,supervised,0.8478,0.795,0.809
5,"[1, 3, 6, 7, 11]",logistic_regression,supervised,0.7792,0.7395,0.7447
5,"[1, 3, 6, 8, 9]",logistic_regression,supervised,0.6107,0.6465,0.6064
5,"[1, 3, 6, 8, 10]",logistic_regression,supervised,0.7274,0.7509,0.7278
5,"[1, 3, 6, 8, 11]",logistic_regression,supervised,0.5887,0.6715,0.6012
5,"[1, 3, 6, 9, 10]",logistic_regression,supervised,0.7804,0.7548,0.7506
5,"[1, 3, 6, 9, 11]",logistic_regression,supervised,0.8247,0.7558,0.7728
5,"[1, 3, 6, 10, 11]",logistic_regression,supervised,0.7895,0.7582,0.7627
5,"[1, 3, 7, 8, 9]",logistic_regression,supervised,0.7336,0.692,0.6762
5,"[1, 3, 7, 8, 10]",logistic_regression,supervised,0.7934,0.7595,0.7602
5,"[1, 3, 7, 8, 11]",logistic_regression,supervised,0.7283,0.7365,0.7081
5,"[1, 3, 7, 9, 10]",logistic_regression,supervised,0.8417,0.7479,0.7799
5,"[1, 3, 7, 9, 11]",logistic_regression,supervised,0.7149,0.7592,0.7147
5,"[1, 3, 7, 10, 11]",logistic_regression,supervised,0.8268,0.783,0.7883
5,"[1, 3, 8, 9, 10]",logistic_regression,supervised,0.7443,0.7739,0.7414
5,"[1, 3, 8, 9, 11]",logistic_regression,supervised,0.7647,0.7851,0.7492
5,"[1, 3, 8, 10, 11]",logistic_regression,supervised,0.6984,0.6878,0.6604
5,"[1, 3, 9, 10, 11]",logistic_regression,supervised,0.779,0.7231,0.7187
5,"[1, 4, 5, 6, 7]",logistic_regression,supervised,0.7223,0.6903,0.6921
5,"[1, 4, 5, 6, 8]",logistic_regression,supervised,0.6246,0.6399,0.6052
5,"[1, 4, 5, 6, 9]",logistic_regression,supervised,0.694,0.7257,0.6958
5,"[1, 4, 5, 6, 10]",logistic_regression,supervised,0.7231,0.7272,0.7173
5,"[1, 4, 5, 6, 11]",logistic_regression,supervised,0.6953,0.6797,0.6774
5,"[1, 4, 5, 7, 8]",logistic_regression,supervised,0.7579,0.7518,0.7273
5,"[1, 4, 5, 7, 9]",logistic_regression,supervised,0.7138,0.7446,0.7125
5,"[1, 4, 5, 7, 10]",logistic_regression,supervised,0.7563,0.7927,0.7554
5,"[1, 4, 5, 7, 11]",logistic_regression,supervised,0.737,0.6932,0.7009
5,"[1, 4, 5, 8, 9]",logistic_regression,supervised,0.724,0.7161,0.6834
5,"[1, 4, 5, 8, 10]",logistic_regression,supervised,0.6639,0.7256,0.6793
5,"[1, 4, 5, 8, 11]",logistic_regression,supervised,0.6639,0.6656,0.647
5,"[1, 4, 5, 9, 10]",logistic_regression,supervised,0.7609,0.7812,0.7421
5,"[1, 4, 5, 9, 11]",logistic_regression,supervised,0.7186,0.7475,0.7182
5,"[1, 4, 5, 10, 11]",logistic_regression,supervised,0.7557,0.7562,0.749
5,"[1, 4, 6, 7, 8]",logistic_regression,supervised,0.6947,0.702,0.6921
5,"[1, 4, 6, 7, 9]",logistic_regression,supervised,0.7841,0.7482,0.7478
5,"[1, 4, 6, 7, 10]",logistic_regression,supervised,0.7758,0.7752,0.7674
5,"[1, 4, 6, 7, 11]",logistic_regression,supervised,0.7777,0.7319,0.749
5,"[1, 4, 6, 8, 9]",logistic_regression,supervised,0.7449,0.7022,0.7085
5,"[1, 4, 6, 8, 10]",logistic_regression,supervised,0.6819,0.7027,0.6836
5,"[1, 4, 6, 8, 11]",logistic_regression,supervised,0.6229,0.6451,0.6171
5,"[1, 4, 6, 9, 10]",logistic_regression,supervised,0.7499,0.7419,0.7288
5,"[1, 4, 6, 9, 11]",logistic_regression,supervised,0.719,0.7309,0.713
5,"[1, 4, 6, 10, 11]",logistic_regression,supervised,0.7691,0.7639,0.7615
5,"[1, 4, 7, 8, 9]",logistic_regression,supervised,0.7208,0.7355,0.7093
5,"[1, 4, 7, 8, 10]",logistic_regression,supervised,0.7568,0.7252,0.7271
5,"[1, 4, 7, 8, 11]",logistic_regression,supervised,0.7298,0.6939,0.6989
5,"[1, 4, 7, 9, 10]",logistic_regression,supervised,0.8436,0.8008,0.8052
5,"[1, 4, 7, 9, 11]",logistic_regression,supervised,0.7435,0.6977,0.7023
5,"[1, 4, 7, 10, 11]",logistic_regression,supervised,0.738,0.7463,0.73
5,"[1, 4, 8, 9, 10]",logistic_regression,supervised,0.6893,0.7191,0.6804
5,"[1, 4, 8, 9, 11]",logistic_regression,supervised,0.7006,0.7008,0.6785
5,"[1, 4, 8, 10, 11]",logistic_regression,supervised,0.7049,0.6839,0.684
5,"[1, 4, 9, 10, 11]",logistic_regression,supervised,0.7772,0.7416,0.7465
5,"[1, 5, 6, 7, 8]",logistic_regression,supervised,0.7096,0.6497,0.6459
5,"[1, 5, 6, 7, 9]",logistic_regression,supervised,0.7627,0.7061,0.7205
5,"[1, 5, 6, 7, 10]",logistic_regression,supervised,0.7482,0.7592,0.7431
5,"[1, 5, 6, 7, 11]",logistic_regression,supervised,0.7598,0.7066,0.7216
5,"[1, 5, 6, 8, 9]",logistic_regression,supervised,0.6013,0.6381,0.5969
5,"[1, 5, 6, 8, 10]",logistic_regression,supervised,0.6439,0.6784,0.6485
5,"[1, 5, 6, 8, 11]",logistic_regression,supervised,0.6286,0.652,0.6129
5,"[1, 5, 6, 9, 10]",logistic_regression,supervised,0.7805,0.7224,0.7269
5,"[1, 5, 6, 9, 11]",logistic_regression,supervised,0.781,0.726,0.7338
5,"[1, 5, 6, 10, 11]",logistic_regression,supervised,0.75,0.7168,0.7173
5,"[1, 5, 7, 8, 9]",logistic_regression,supervised,0.7531,0.7721,0.7387
5,"[1, 5, 7, 8, 10]",logistic_regression,supervised,0.7949,0.7559,0.7544
5,"[1, 5, 7, 8, 11]",logistic_regression,supervised,0.7047,0.7154,0.6938
5,"[1, 5, 7, 9, 10]",logistic_regression,supervised,0.7516,0.7165,0.725
5,"[1, 5, 7, 9, 11]",logistic_regression,supervised,0.7394,0.7091,0.713
5,"[1, 5, 7, 10, 11]",logistic_regression,supervised,0.7331,0.7453,0.7287
5,"[1, 5, 8, 9, 10]",logistic_regression,supervised,0.7143,0.6961,0.692
5,"[1, 5, 8, 9, 11]",logistic_regression,supervised,0.7331,0.7517,0.7246
5,"[1, 5, 8, 10, 11]",logistic_regression,supervised,0.7284,0.7127,0.6877
5,"[1, 5, 9, 10, 11]",logistic_regression,supervised,0.7377,0.7353,0.7227
5,"[1, 6, 7, 8, 9]",logistic_regression,supervised,0.7115,0.6696,0.6733
5,"[1, 6, 7, 8, 10]",logistic_regression,supervised,0.7256,0.6961,0.6893
5,"[1, 6, 7, 8, 11]",logistic_regression,supervised,0.6709,0.6603,0.6597
5,"[1, 6, 7, 9, 10]",logistic_regression,supervised,0.8144,0.7828,0.7903
5,"[1, 6, 7, 9, 11]",logistic_regression,supervised,0.7313,0.7105,0.7149
5,"[1, 6, 7, 10, 11]",logistic_regression,supervised,0.7994,0.7878,0.7879
5,"[1, 6, 8, 9, 10]",logistic_regression,supervised,0.7459,0.7353,0.7205
5,"[1, 6, 8, 9, 11]",logistic_regression,supervised,0.6769,0.6617,0.6604
5,"[1, 6, 8, 10, 11]",logistic_regression,supervised,0.6476,0.6641,0.6523
5,"[1, 6, 9, 10, 11]",logistic_regression,supervised,0.7722,0.716,0.7233
5,"[1, 7, 8, 9, 10]",logistic_regression,supervised,0.7748,0.7017,0.7215
5,"[1, 7, 8, 9, 11]",logistic_regression,supervised,0.7188,0.7262,0.7078
5,"[1, 7, 8, 10, 11]",logistic_regression,supervised,0.8194,0.736,0.759
5,"[1, 7, 9, 10, 11]",logistic_regression,supervised,0.8102,0.7816,0.7845
5,"[1, 8, 9, 10, 11]",logistic_regression,supervised,0.7177,0.6986,0.6895
5,"[2, 3, 4, 5, 6]",logistic_regression,supervised,0.5561,0.5808,0.5487
5,"[2, 3, 4, 5, 7]",logistic_regression,supervised,0.6773,0.7061,0.6709
5,"[2, 3, 4, 5, 8]",logistic_regression,supervised,0.6293,0.6182,0.5956
5,"[2, 3, 4, 5, 9]",logistic_regression,supervised,0.6573,0.6453,0.6316
5,"[2, 3, 4, 5, 10]",logistic_regression,supervised,0.7111,0.704,0.6787
5,"[2, 3, 4, 5, 11]",logistic_regression,supervised,0.6409,0.6688,0.6363
5,"[2, 3, 4, 6, 7]",logistic_regression,supervised,0.6819,0.7114,0.6806
5,"[2, 3, 4, 6, 8]",logistic_regression,supervised,0.5781,0.6231,0.5534
5,"[2, 3, 4, 6, 9]",logistic_regression,supervised,0.6563,0.6183,0.5971
5,"[2, 3, 4, 6, 10]",logistic_regression,supervised,0.701,0.6922,0.6695
5,"[2, 3, 4, 6, 11]",logistic_regression,supervised,0.6216,0.6668,0.6202
5,"[2, 3, 4, 7, 8]",logistic_regression,supervised,0.6928,0.7308,0.6761
5,"[2, 3, 4, 7, 9]",logistic_regression,supervised,0.6676,0.711,0.6693
5,"[2, 3, 4, 7, 10]",logistic_regression,supervised,0.7223,0.7301,0.7191
5,"[2, 3, 4, 7, 11]",logistic_regression,supervised,0.6386,0.6166,0.6157
5,"[2, 3, 4, 8, 9]",logistic_regression,supervised,0.6432,0.6591,0.6191
5,"[2, 3, 4, 8, 10]",logistic_regression,supervised,0.754,0.7451,0.7209
5,"[2, 3, 4, 8, 11]",logistic_regression,supervised,0.6148,0.6334,0.6029
5,"[2, 3, 4, 9, 10]",logistic_regression,supervised,0.7014,0.7087,0.6833
5,"[2, 3, 4, 9, 11]",logistic_regression,supervised,0.6972,0.6831,0.671
5,"[2, 3, 4, 10, 11]",logistic_regression,supervised,0.7142,0.7215,0.7068
5,"[2, 3, 5, 6, 7]",logistic_regression,supervised,0.6819,0.724,0.6824
5,"[2, 3, 5, 6, 8]",logistic_regression,supervised,0.5709,0.6308,0.5697
5,"[2, 3, 5, 6, 9]",logistic_regression,supervised,0.6295,0.641,0.6091
5,"[2, 3, 5, 6, 10]",logistic_regression,supervised,0.7146,0.6769,0.6745
5,"[2, 3, 5, 6, 11]",logistic_regression,supervised,0.676,0.7052,0.673
5,"[2, 3, 5, 7, 8]",logistic_regression,supervised,0.7798,0.7823,0.7492
5,"[2, 3, 5, 7, 9]",logistic_regression,supervised,0.729,0.723,0.6993
5,"[2, 3, 5, 7, 10]",logistic_regression,supervised,0.7683,0.7221,0.7213
5,"[2, 3, 5, 7, 11]",logistic_regression,supervised,0.7044,0.6789,0.6729
5,"[2, 3, 5, 8, 9]",logistic_regression,supervised,0.7345,0.6767,0.6672
5,"[2, 3, 5, 8, 10]",logistic_regression,supervised,0.6805,0.7353,0.6795
5,"[2, 3, 5, 8, 11]",logistic_regression,supervised,0.71,0.7403,0.706
5,"[2, 3, 5, 9, 10]",logistic_regression,supervised,0.7207,0.7157,0.6975
5,"[2, 3, 5, 9, 11]",logistic_regression,supervised,0.7218,0.6774,0.6683
5,"[2, 3, 5, 10, 11]",logistic_regression,supervised,0.7323,0.6852,0.6851
5,"[2, 3, 6, 7, 8]",logistic_regression,supervised,0.6787,0.6265,0.6144
5,"[2, 3, 6, 7, 9]",logistic_regression,supervised,0.7222,0.7468,0.7154
5,"[2, 3, 6, 7, 10]",logistic_regression,supervised,0.8014,0.7675,0.7709
5,"[2, 3, 6, 7, 11]",logistic_regression,supervised,0.7332,0.6863,0.6931
5,"[2, 3, 6, 8, 9]",logistic_regression,supervised,0.6424,0.654,0.6017
5,"[2, 3, 6, 8, 10]",logistic_regression,supervised,0.6782,0.6664,0.6527
5,"[2, 3, 6, 8, 11]",logistic_regression,supervised,0.6712,0.6783,0.6342
5,"[2, 3, 6, 9, 10]",logistic_regression,supervised,0.7624,0.7215,0.7238
5,"[2, 3, 6, 9, 11]",logistic_regression,supervised,0.6966,0.6843,0.664
5,"[2, 3, 6, 10, 11]",logistic_regression,supervised,0.775,0.7042,0.7181
5,"[2, 3, 7, 8, 9]",logistic_regression,supervised,0.7403,0.7715,0.7368
5,"[2, 3, 7, 8, 10]",logistic_regression,supervised,0.7859,0.6944,0.7029
5,"[2, 3, 7, 8, 11]",logistic_regression,supervised,0.7507,0.6918,0.6958
5,"[2, 3, 7, 9, 10]",logistic_regression,supervised,0.7715,0.7255,0.7294
5,"[2, 3, 7, 9, 11]",logistic_regression,supervised,0.7337,0.6746,0.6789
5,"[2, 3, 7, 10, 11]",logistic_regression,supervised,0.7342,0.6921,0.6942
5,"[2, 3, 8, 9, 10]",logistic_regression,supervised,0.696,0.7267,0.6919
5,"[2, 3, 8, 9, 11]",logistic_regression,supervised,0.7071,0.7071,0.6864
5,"[2, 3, 8, 10, 11]",logistic_regression,supervised,0.7647,0.6742,0.6903
5,"[2, 3, 9, 10, 11]",logistic_regression,supervised,0.7628,0.7312,0.7341
5,"[2, 4, 5, 6, 7]",logistic_regression,supervised,0.6969,0.6589,0.6482
5,"[2, 4, 5, 6, 8]",logistic_regression,supervised,0.5691,0.5939,0.5422
5,"[2, 4, 5, 6, 9]",logistic_regression,supervised,0.6225,0.5827,0.5768
5,"[2, 4, 5, 6, 10]",logistic_regression,supervised,0.6878,0.6414,0.6438
5,"[2, 4, 5, 6, 11]",logistic_regression,supervised,0.6339,0.6348,0.6246
5,"[2, 4, 5, 7, 8]",logistic_regression,supervised,0.7359,0.7465,0.7157
5,"[2, 4, 5, 7, 9]",logistic_regression,supervised,0.6954,0.6886,0.6708
5,"[2, 4, 5, 7, 10]",logistic_regression,supervised,0.7019,0.6903,0.6851
5,"[2, 4, 5, 7, 11]",logistic_regression,supervised,0.6968,0.6767,0.6753
5,"[2, 4, 5, 8, 9]",logistic_regression,supervised,0.6448,0.6433,0.6134
5,"[2, 4, 5, 8, 10]",logistic_regression,supervised,0.7404,0.7226,0.7072
5,"[2, 4, 5, 8, 11]",logistic_regression,supervised,0.6879,0.6888,0.6735
5,"[2, 4, 5, 9, 10]",logistic_regression,supervised,0.7577,0.7024,0.6955
5,"[2, 4, 5, 9, 11]",logistic_regression,supervised,0.667,0.6594,0.6502
5,"[2, 4, 5, 10, 11]",logistic_regression,supervised,0.6906,0.6722,0.6632
5,"[2, 4, 6, 7, 8]",logistic_regression,supervised,0.6371,0.6227,0.6238
5,"[2, 4, 6, 7, 9]",logistic_regression,supervised,0.6597,0.6787,0.659
5,"[2, 4, 6, 7, 10]",logistic_regression,supervised,0.7336,0.7348,0.7299
5,"[2, 4, 6, 7, 11]",logistic_regression,supervised,0.7216,0.6987,0.7023
5,"[2, 4, 6, 8, 9]",logistic_regression,supervised,0.574,0.5386,0.5307
5,"[2, 4, 6, 8, 10]",logistic_regression,supervised,0.6628,0.6555,0.6298
5,"[2, 4, 6, 8, 11]",logistic_regression,supervised,0.6354,0.6249,0.6141
5,"[2, 4, 6, 9, 10]",logistic_regression,supervised,0.684,0.7043,0.6818
5,"[2, 4, 6, 9, 11]",logistic_regression,supervised,0.6426,0.6494,0.6344
5,"[2, 4, 6, 10, 11]",logistic_regression,supervised,0.7145,0.6874,0.6847
5,"[2, 4, 7, 8, 9]",logistic_regression,supervised,0.6402,0.6482,0.6212
5,"[2, 4, 7, 8, 10]",logistic_regression,supervised,0.731,0.695,0.6956
5,"[2, 4, 7, 8, 11]",logistic_regression,supervised,0.6483,0.6214,0.6231
5,"[2, 4, 7, 9, 10]",logistic_regression,supervised,0.6867,0.7138,0.6902
5,"[2, 4, 7, 9, 11]",logistic_regression,supervised,0.6924,0.6494,0.6493
5,"[2, 4, 7, 10, 11]",logistic_regression,supervised,0.7174,0.7051,0.6973
5,"[2, 4, 8, 9, 10]",logistic_regression,supervised,0.7105,0.6966,0.6802
5,"[2, 4, 8, 9, 11]",logistic_regression,supervised,0.6628,0.6605,0.6361
5,"[2, 4, 8, 10, 11]",logistic_regression,supervised,0.6879,0.7072,0.6874
5,"[2, 4, 9, 10, 11]",logistic_regression,supervised,0.7584,0.7373,0.738
5,"[2, 5, 6, 7, 8]",logistic_regression,supervised,0.5626,0.6033,0.5531
5,"[2, 5, 6, 7, 9]",logistic_regression,supervised,0.6387,0.6653,0.6284
5,"[2, 5, 6, 7, 10]",logistic_regression,supervised,0.7276,0.7035,0.699
5,"[2, 5, 6, 7, 11]",logistic_regression,supervised,0.6866,0.6314,0.6366
5,"[2, 5, 6, 8, 9]",logistic_regression,supervised,0.5705,0.5948,0.5529
5,"[2, 5, 6, 8, 10]",logistic_regression,supervised,0.5886,0.5808,0.5711
5,"[2, 5, 6, 8, 11]",logistic_regression,supervised,0.5941,0.6162,0.5634
5,"[2, 5, 6, 9, 10]",logistic_regression,supervised,0.6361,0.6236,0.6144
5,"[2, 5, 6, 9, 11]",logistic_regression,supervised,0.6568,0.6733,0.6548
5,"[2, 5, 6, 10, 11]",logistic_regression,supervised,0.6808,0.6625,0.6446
5,"[2, 5, 7, 8, 9]",logistic_regression,supervised,0.6527,0.6582,0.6258
5,"[2, 5, 7, 8, 10]",logistic_regression,supervised,0.7379,0.6998,0.6882
5,"[2, 5, 7, 8, 11]",logistic_regression,supervised,0.6436,0.6685,0.6377
5,"[2, 5, 7, 9, 10]",logistic_regression,supervised,0.6794,0.6486,0.6536
5,"[2, 5, 7, 9, 11]",logistic_regression,supervised,0.6874,0.6358,0.6332
5,"[2, 5, 7, 10, 11]",logistic_regression,supervised,0.6601,0.6577,0.6436
5,"[2, 5, 8, 9, 10]",logistic_regression,supervised,0.685,0.7028,0.6727
5,"[2, 5, 8, 9, 11]",logistic_regression,supervised,0.6517,0.635,0.6111
5,"[2, 5, 8, 10, 11]",logistic_regression,supervised,0.6333,0.628,0.5977
5,"[2, 5, 9, 10, 11]",logistic_regression,supervised,0.7374,0.7068,0.7107
5,"[2, 6, 7, 8, 9]",logistic_regression,supervised,0.6218,0.6625,0.6165
5,"[2, 6, 7, 8, 10]",logistic_regression,supervised,0.6881,0.642,0.6417
5,"[2, 6, 7, 8, 11]",logistic_regression,supervised,0.6337,0.6065,0.594
5,"[2, 6, 7, 9, 10]",logistic_regression,supervised,0.7267,0.7026,0.7034
5,"[2, 6, 7, 9, 11]",logistic_regression,supervised,0.7424,0.6855,0.6876
5,"[2, 6, 7, 10, 11]",logistic_regression,supervised,0.655,0.6577,0.6506
5,"[2, 6, 8, 9, 10]",logistic_regression,supervised,0.667,0.6339,0.6157
5,"[2, 6, 8, 9, 11]",logistic_regression,supervised,0.5971,0.5883,0.5749
5,"[2, 6, 8, 10, 11]",logistic_regression,supervised,0.6456,0.5948,0.5958
5,"[2, 6, 9, 10, 11]",logistic_regression,supervised,0.748,0.7034,0.699
5,"[2, 7, 8, 9, 10]",logistic_regression,supervised,0.719,0.6646,0.6647
5,"[2, 7, 8, 9, 11]",logistic_regression,supervised,0.7157,0.6958,0.6593
5,"[2, 7, 8, 10, 11]",logistic_regression,supervised,0.6708,0.6658,0.6538
5,"[2, 7, 9, 10, 11]",logistic_regression,supervised,0.7443,0.7088,0.7084
5,"[2, 8, 9, 10, 11]",logistic_regression,supervised,0.7261,0.6921,0.6906
5,"[3, 4, 5, 6, 7]",logistic_regression,supervised,0.7094,0.7486,0.7066
5,"[3, 4, 5, 6, 8]",logistic_regression,supervised,0.6175,0.6822,0.6111
5,"[3, 4, 5, 6, 9]",logistic_regression,supervised,0.7228,0.7481,0.7214
5,"[3, 4, 5, 6, 10]",logistic_regression,supervised,0.7569,0.7398,0.7216
5,"[3, 4, 5, 6, 11]",logistic_regression,supervised,0.6597,0.6676,0.642
5,"[3, 4, 5, 7, 8]",logistic_regression,supervised,0.777,0.7426,0.733
5,"[3, 4, 5, 7, 9]",logistic_regression,supervised,0.7656,0.7441,0.7353
5,"[3, 4, 5, 7, 10]",logistic_regression,supervised,0.7619,0.8029,0.7683
5,"[3, 4, 5, 7, 11]",logistic_regression,supervised,0.725,0.7446,0.7194
5,"[3, 4, 5, 8, 9]",logistic_regression,supervised,0.7692,0.7447,0.7402
5,"[3, 4, 5, 8, 10]",logistic_regression,supervised,0.8377,0.7591,0.7687
5,"[3, 4, 5, 8, 11]",logistic_regression,supervised,0.6763,0.7447,0.6774
5,"[3, 4, 5, 9, 10]",logistic_regression,supervised,0.792,0.7783,0.7685
5,"[3, 4, 5, 9, 11]",logistic_regression,supervised,0.738,0.7483,0.7174
5,"[3, 4, 5, 10, 11]",logistic_regression,supervised,0.7395,0.7512,0.7365
5,"[3, 4, 6, 7, 8]",logistic_regression,supervised,0.6139,0.6188,0.6016
5,"[3, 4, 6, 7, 9]",logistic_regression,supervised,0.7504,0.7905,0.7524
5,"[3, 4, 6, 7, 10]",logistic_regression,supervised,0.7909,0.7853,0.7783
5,"[3, 4, 6, 7, 11]",logistic_regression,supervised,0.764,0.783,0.758
5,"[3, 4, 6, 8, 9]",logistic_regression,supervised,0.6327,0.7051,0.6301
5,"[3, 4, 6, 8, 10]",logistic_regression,supervised,0.6683,0.6925,0.6532
5,"[3, 4, 6, 8, 11]",logistic_regression,supervised,0.6494,0.7044,0.6494
5,"[3, 4, 6, 9, 10]",logistic_regression,supervised,0.7621,0.7573,0.7319
5,"[3, 4, 6, 9, 11]",logistic_regression,supervised,0.7126,0.7232,0.6984
5,"[3, 4, 6, 10, 11]",logistic_regression,supervised,0.692,0.7243,0.6988
5,"[3, 4, 7, 8, 9]",logistic_regression,supervised,0.652,0.713,0.6541
5,"[3, 4, 7, 8, 10]",logistic_regression,supervised,0.7812,0.759,0.7569
5,"[3, 4, 7, 8, 11]",logistic_regression,supervised,0.6958,0.7176,0.683
5,"[3, 4, 7, 9, 10]",logistic_regression,supervised,0.7627,0.7982,0.764
5,"[3, 4, 7, 9, 11]",logistic_regression,supervised,0.7317,0.7741,0.7321
5,"[3, 4, 7, 10, 11]",logistic_regression,supervised,0.7261,0.724,0.7109
5,"[3, 4, 8, 9, 10]",logistic_regression,supervised,0.7356,0.7667,0.7313
5,"[3, 4, 8, 9, 11]",logistic_regression,supervised,0.6908,0.7233,0.6694
5,"[3, 4, 8, 10, 11]",logistic_regression,supervised,0.6926,0.6769,0.6586
5,"[3, 4, 9, 10, 11]",logistic_regression,supervised,0.7507,0.7819,0.7562
5,"[3, 5, 6, 7, 8]",logistic_regression,supervised,0.6908,0.7195,0.6793
5,"[3, 5, 6, 7, 9]",logistic_regression,supervised,0.697,0.724,0.6964
5,"[3, 5, 6, 7, 10]",logistic_regression,supervised,0.7805,0.7557,0.7521
5,"[3, 5, 6, 7, 11]",logistic_regression,supervised,0.7986,0.7429,0.7484
5,"[3, 5, 6, 8, 9]",logistic_regression,supervised,0.641,0.6927,0.6305
5,"[3, 5, 6, 8, 10]",logistic_regression,supervised,0.6845,0.6522,0.6334
5,"[3, 5, 6, 8, 11]",logistic_regression,supervised,0.5987,0.6451,0.5837
5,"[3, 5, 6, 9, 10]",logistic_regression,supervised,0.7612,0.7589,0.7487
5,"[3, 5, 6, 9, 11]",logistic_regression,supervised,0.741,0.7431,0.7106
5,"[3, 5, 6, 10, 11]",logistic_regression,supervised,0.6704,0.6958,0.6694
5,"[3, 5, 7, 8, 9]",logistic_regression,supervised,0.778,0.7338,0.7273
5,"[3, 5, 7, 8, 10]",logistic_regression,supervised,0.7936,0.7965,0.7821
5,"[3, 5, 7, 8, 11]",logistic_regression,supervised,0.7738,0.7726,0.7539
5,"[3, 5, 7, 9, 10]",logistic_regression,supervised,0.811,0.7924,0.7862
5,"[3, 5, 7, 9, 11]",logistic_regression,supervised,0.7403,0.7396,0.7217
5,"[3, 5, 7, 10, 11]",logistic_regression,supervised,0.7884,0.7537,0.7596
5,"[3, 5, 8, 9, 10]",logistic_regression,supervised,0.7838,0.7657,0.7421
5,"[3, 5, 8, 9, 11]",logistic_regression,supervised,0.7726,0.7987,0.7556
5,"[3, 5, 8, 10, 11]",logistic_regression,supervised,0.6916,0.704,0.6811
5,"[3, 5, 9, 10, 11]",logistic_regression,supervised,0.7979,0.7942,0.7856
5,"[3, 6, 7, 8, 9]",logistic_regression,supervised,0.7279,0.6786,0.6819
5,"[3, 6, 7, 8, 10]",logistic_regression,supervised,0.7812,0.7638,0.7506
5,"[3, 6, 7, 8, 11]",logistic_regression,supervised,0.7445,0.6731,0.6737
5,"[3, 6, 7, 9, 10]",logistic_regression,supervised,0.8225,0.7918,0.7909
5,"[3, 6, 7, 9, 11]",logistic_regression,supervised,0.7513,0.7603,0.7408
5,"[3, 6, 7, 10, 11]",logistic_regression,supervised,0.8174,0.7763,0.7909
5,"[3, 6, 8, 9, 10]",logistic_regression,supervised,0.7084,0.6745,0.6794
5,"[3, 6, 8, 9, 11]",logistic_regression,supervised,0.6666,0.7328,0.6557
5,"[3, 6, 8, 10, 11]",logistic_regression,supervised,0.7185,0.7125,0.7054
5,"[3, 6, 9, 10, 11]",logistic_regression,supervised,0.7861,0.7619,0.7501
5,"[3, 7, 8, 9, 10]",logistic_regression,supervised,0.7603,0.7578,0.7418
5,"[3, 7, 8, 9, 11]",logistic_regression,supervised,0.8025,0.8009,0.7792
5,"[3, 7, 8, 10, 11]",logistic_regression,supervised,0.8154,0.7091,0.7353
5,"[3, 7, 9, 10, 11]",logistic_regression,supervised,0.845,0.8126,0.8056
5,"[3, 8, 9, 10, 11]",logistic_regression,supervised,0.8092,0.7471,0.7456
5,"[4, 5, 6, 7, 8]",logistic_regression,supervised,0.6655,0.6342,0.6182
5,"[4, 5, 6, 7, 9]",logistic_regression,supervised,0.7142,0.716,0.7034
5,"[4, 5, 6, 7, 10]",logistic_regression,supervised,0.7173,0.7055,0.7028
5,"[4, 5, 6, 7, 11]",logistic_regression,supervised,0.7549,0.7243,0.7211
5,"[4, 5, 6, 8, 9]",logistic_regression,supervised,0.6265,0.6489,0.6181
5,"[4, 5, 6, 8, 10]",logistic_regression,supervised,0.6909,0.6411,0.647
5,"[4, 5, 6, 8, 11]",logistic_regression,supervised,0.6371,0.6704,0.6253
5,"[4, 5, 6, 9, 10]",logistic_regression,supervised,0.7522,0.7457,0.7349
5,"[4, 5, 6, 9, 11]",logistic_regression,supervised,0.6685,0.6645,0.6549
5,"[4, 5, 6, 10, 11]",logistic_regression,supervised,0.7134,0.6704,0.6742
5,"[4, 5, 7, 8, 9]",logistic_regression,supervised,0.7214,0.7129,0.6965
5,"[4, 5, 7, 8, 10]",logistic_regression,supervised,0.7653,0.748,0.7437
5,"[4, 5, 7, 8, 11]",logistic_regression,supervised,0.7757,0.7666,0.7571
5,"[4, 5, 7, 9, 10]",logistic_regression,supervised,0.7707,0.7721,0.7573
5,"[4, 5, 7, 9, 11]",logistic_regression,supervised,0.7259,0.742,0.7266
5,"[4, 5, 7, 10, 11]",logistic_regression,supervised,0.7811,0.7533,0.7585
5,"[4, 5, 8, 9, 10]",logistic_regression,supervised,0.7343,0.7135,0.7008
5,"[4, 5, 8, 9, 11]",logistic_regression,supervised,0.703,0.7362,0.7018
5,"[4, 5, 8, 10, 11]",logistic_regression,supervised,0.7592,0.6885,0.6958
5,"[4, 5, 9, 10, 11]",logistic_regression,supervised,0.7741,0.7781,0.769
5,"[4, 6, 7, 8, 9]",logistic_regression,supervised,0.6198,0.6485,0.627
5,"[4, 6, 7, 8, 10]",logistic_regression,supervised,0.7207,0.7166,0.7075
5,"[4, 6, 7, 8, 11]",logistic_regression,supervised,0.7032,0.6765,0.6755
