k,class_subset,embedding,clustering,precision,recall,f1
5,"[0, 2, 3, 6, 9]",logistic_regression,supervised,0.7317,0.7576,0.7263
5,"[0, 2, 3, 6, 10]",logistic_regression,supervised,0.7704,0.7453,0.7334
5,"[0, 2, 3, 6, 11]",logistic_regression,supervised,0.7182,0.7349,0.708
5,"[0, 2, 3, 7, 8]",logistic_regression,supervised,0.654,0.6959,0.6556
5,"[0, 2, 3, 7, 9]",logistic_regression,supervised,0.7456,0.7748,0.7374
5,"[0, 2, 3, 7, 10]",logistic_regression,supervised,0.7436,0.7627,0.7397
5,"[0, 2, 3, 7, 11]",logistic_regression,supervised,0.7685,0.758,0.7446
5,"[0, 2, 3, 8, 9]",logistic_regression,supervised,0.763,0.735,0.7287
5,"[0, 2, 3, 8, 10]",logistic_regression,supervised,0.7968,0.7871,0.7715
5,"[0, 2, 3, 8, 11]",logistic_regression,supervised,0.7282,0.7604,0.7243
5,"[0, 2, 3, 9, 10]",logistic_regression,supervised,0.7867,0.7552,0.7431
5,"[0, 2, 3, 9, 11]",logistic_regression,supervised,0.7288,0.7254,0.7084
5,"[0, 2, 3, 10, 11]",logistic_regression,supervised,0.7383,0.7362,0.7236
5,"[0, 2, 4, 5, 6]",logistic_regression,supervised,0.6592,0.6492,0.6333
5,"[0, 2, 4, 5, 7]",logistic_regression,supervised,0.7286,0.7204,0.7142
5,"[0, 2, 4, 5, 8]",logistic_regression,supervised,0.7407,0.7107,0.7003
5,"[0, 2, 4, 5, 9]",logistic_regression,supervised,0.7777,0.7258,0.7317
5,"[0, 2, 4, 5, 10]",logistic_regression,supervised,0.743,0.7033,0.7079
5,"[0, 2, 4, 5, 11]",logistic_regression,supervised,0.7269,0.6599,0.6691
5,"[0, 2, 4, 6, 7]",logistic_regression,supervised,0.7658,0.7516,0.7488
5,"[0, 2, 4, 6, 8]",logistic_regression,supervised,0.6724,0.6659,0.6256
5,"[0, 2, 4, 6, 9]",logistic_regression,supervised,0.698,0.6896,0.6761
5,"[0, 2, 4, 6, 10]",logistic_regression,supervised,0.7647,0.7249,0.7274
5,"[0, 2, 4, 6, 11]",logistic_regression,supervised,0.6483,0.639,0.6271
5,"[0, 2, 4, 7, 8]",logistic_regression,supervised,0.7423,0.7606,0.7335
5,"[0, 2, 4, 7, 9]",logistic_regression,supervised,0.743,0.7329,0.7244
5,"[0, 2, 4, 7, 10]",logistic_regression,supervised,0.7616,0.7578,0.7522
5,"[0, 2, 4, 7, 11]",logistic_regression,supervised,0.6996,0.6909,0.6897
5,"[0, 2, 4, 8, 9]",logistic_regression,supervised,0.7252,0.6861,0.6842
5,"[0, 2, 4, 8, 10]",logistic_regression,supervised,0.735,0.6907,0.6912
5,"[0, 2, 4, 8, 11]",logistic_regression,supervised,0.6996,0.672,0.6567
5,"[0, 2, 4, 9, 10]",logistic_regression,supervised,0.7956,0.7659,0.7657
5,"[0, 2, 4, 9, 11]",logistic_regression,supervised,0.7383,0.6899,0.6877
5,"[0, 2, 4, 10, 11]",logistic_regression,supervised,0.7658,0.7073,0.7193
5,"[0, 2, 5, 6, 7]",logistic_regression,supervised,0.6171,0.6441,0.6119
5,"[0, 2, 5, 6, 8]",logistic_regression,supervised,0.6443,0.6791,0.6237
5,"[0, 2, 5, 6, 9]",logistic_regression,supervised,0.6564,0.6685,0.6466
5,"[0, 2, 5, 6, 10]",logistic_regression,supervised,0.7414,0.7103,0.7074
5,"[0, 2, 5, 6, 11]",logistic_regression,supervised,0.6232,0.6444,0.6173
5,"[0, 2, 5, 7, 8]",logistic_regression,supervised,0.6376,0.6584,0.6253
5,"[0, 2, 5, 7, 9]",logistic_regression,supervised,0.7292,0.7071,0.6857
5,"[0, 2, 5, 7, 10]",logistic_regression,supervised,0.7485,0.7063,0.7171
5,"[0, 2, 5, 7, 11]",logistic_regression,supervised,0.7059,0.6802,0.6728
5,"[0, 2, 5, 8, 9]",logistic_regression,supervised,0.6663,0.643,0.6361
5,"[0, 2, 5, 8, 10]",logistic_regression,supervised,0.6612,0.6804,0.6491
5,"[0, 2, 5, 8, 11]",logistic_regression,supervised,0.7213,0.7406,0.7054
5,"[0, 2, 5, 9, 10]",logistic_regression,supervised,0.7557,0.7335,0.7221
5,"[0, 2, 5, 9, 11]",logistic_regression,supervised,0.6872,0.6973,0.6793
5,"[0, 2, 5, 10, 11]",logistic_regression,supervised,0.6557,0.6645,0.6475
5,"[0, 2, 6, 7, 8]",logistic_regression,supervised,0.5987,0.6264,0.5922
5,"[0, 2, 6, 7, 9]",logistic_regression,supervised,0.7059,0.7432,0.7103
5,"[0, 2, 6, 7, 10]",logistic_regression,supervised,0.6928,0.6885,0.6825
5,"[0, 2, 6, 7, 11]",logistic_regression,supervised,0.7371,0.7178,0.7123
5,"[0, 2, 6, 8, 9]",logistic_regression,supervised,0.6167,0.6471,0.611
5,"[0, 2, 6, 8, 10]",logistic_regression,supervised,0.6467,0.6207,0.6131
5,"[0, 2, 6, 8, 11]",logistic_regression,supervised,0.59,0.6247,0.5952
5,"[0, 2, 6, 9, 10]",logistic_regression,supervised,0.6829,0.7307,0.687
5,"[0, 2, 6, 9, 11]",logistic_regression,supervised,0.6601,0.6973,0.6571
5,"[0, 2, 6, 10, 11]",logistic_regression,supervised,0.7173,0.7133,0.7068
5,"[0, 2, 7, 8, 9]",logistic_regression,supervised,0.6709,0.705,0.6581
5,"[0, 2, 7, 8, 10]",logistic_regression,supervised,0.7453,0.6886,0.6973
5,"[0, 2, 7, 8, 11]",logistic_regression,supervised,0.7439,0.7459,0.7217
5,"[0, 2, 7, 9, 10]",logistic_regression,supervised,0.7352,0.729,0.7197
5,"[0, 2, 7, 9, 11]",logistic_regression,supervised,0.7453,0.733,0.7228
5,"[0, 2, 7, 10, 11]",logistic_regression,supervised,0.752,0.7142,0.7234
5,"[0, 2, 8, 9, 10]",logistic_regression,supervised,0.659,0.7131,0.6762
5,"[0, 2, 8, 9, 11]",logistic_regression,supervised,0.6592,0.6757,0.6512
5,"[0, 2, 8, 10, 11]",logistic_regression,supervised,0.7512,0.6572,0.6757
5,"[0, 2, 9, 10, 11]",logistic_regression,supervised,0.7058,0.7015,0.6959
5,"[0, 3, 4, 5, 6]",logistic_regression,supervised,0.6762,0.7377,0.6839
5,"[0, 3, 4, 5, 7]",logistic_regression,supervised,0.7576,0.756,0.7327
5,"[0, 3, 4, 5, 8]",logistic_regression,supervised,0.6877,0.697,0.6715
5,"[0, 3, 4, 5, 9]",logistic_regression,supervised,0.7902,0.7927,0.7758
5,"[0, 3, 4, 5, 10]",logistic_regression,supervised,0.7998,0.8015,0.7828
5,"[0, 3, 4, 5, 11]",logistic_regression,supervised,0.7052,0.7588,0.7152
5,"[0, 3, 4, 6, 7]",logistic_regression,supervised,0.7491,0.774,0.747
5,"[0, 3, 4, 6, 8]",logistic_regression,supervised,0.6177,0.6795,0.6042
5,"[0, 3, 4, 6, 9]",logistic_regression,supervised,0.7238,0.8017,0.7378
5,"[0, 3, 4, 6, 10]",logistic_regression,supervised,0.7413,0.7812,0.744
5,"[0, 3, 4, 6, 11]",logistic_regression,supervised,0.7023,0.7237,0.6921
5,"[0, 3, 4, 7, 8]",logistic_regression,supervised,0.7887,0.7944,0.7614
5,"[0, 3, 4, 7, 9]",logistic_regression,supervised,0.7305,0.7703,0.7215
5,"[0, 3, 4, 7, 10]",logistic_regression,supervised,0.7868,0.8078,0.7884
5,"[0, 3, 4, 7, 11]",logistic_regression,supervised,0.7218,0.7542,0.7121
5,"[0, 3, 4, 8, 9]",logistic_regression,supervised,0.7377,0.7816,0.7354
5,"[0, 3, 4, 8, 10]",logistic_regression,supervised,0.7113,0.7345,0.7159
5,"[0, 3, 4, 8, 11]",logistic_regression,supervised,0.6996,0.7578,0.7033
5,"[0, 3, 4, 9, 10]",logistic_regression,supervised,0.8041,0.8201,0.7999
5,"[0, 3, 4, 9, 11]",logistic_regression,supervised,0.7304,0.7754,0.7315
5,"[0, 3, 4, 10, 11]",logistic_regression,supervised,0.7621,0.7779,0.757
5,"[0, 3, 5, 6, 7]",logistic_regression,supervised,0.722,0.7099,0.697
5,"[0, 3, 5, 6, 8]",logistic_regression,supervised,0.6479,0.7335,0.6493
5,"[0, 3, 5, 6, 9]",logistic_regression,supervised,0.7437,0.7394,0.7257
5,"[0, 3, 5, 6, 10]",logistic_regression,supervised,0.8065,0.7728,0.7745
5,"[0, 3, 5, 6, 11]",logistic_regression,supervised,0.7851,0.7613,0.7498
5,"[0, 3, 5, 7, 8]",logistic_regression,supervised,0.7998,0.7882,0.7782
5,"[0, 3, 5, 7, 9]",logistic_regression,supervised,0.7651,0.7918,0.7669
5,"[0, 3, 5, 7, 10]",logistic_regression,supervised,0.7915,0.7867,0.7809
5,"[0, 3, 5, 7, 11]",logistic_regression,supervised,0.7639,0.7932,0.7673
5,"[0, 3, 5, 8, 9]",logistic_regression,supervised,0.7574,0.741,0.7298
5,"[0, 3, 5, 8, 10]",logistic_regression,supervised,0.8229,0.8136,0.7888
5,"[0, 3, 5, 8, 11]",logistic_regression,supervised,0.7379,0.6974,0.6847
5,"[0, 3, 5, 9, 10]",logistic_regression,supervised,0.7657,0.7623,0.7495
5,"[0, 3, 5, 9, 11]",logistic_regression,supervised,0.7511,0.7729,0.7465
5,"[0, 3, 5, 10, 11]",logistic_regression,supervised,0.7856,0.8153,0.7826
5,"[0, 3, 6, 7, 8]",logistic_regression,supervised,0.7401,0.7824,0.7396
5,"[0, 3, 6, 7, 9]",logistic_regression,supervised,0.7735,0.8307,0.7828
5,"[0, 3, 6, 7, 10]",logistic_regression,supervised,0.8229,0.8246,0.8164
5,"[0, 3, 6, 7, 11]",logistic_regression,supervised,0.7958,0.7868,0.7713
5,"[0, 3, 6, 8, 9]",logistic_regression,supervised,0.6806,0.7063,0.6511
5,"[0, 3, 6, 8, 10]",logistic_regression,supervised,0.7488,0.7738,0.7374
5,"[0, 3, 6, 8, 11]",logistic_regression,supervised,0.6552,0.6465,0.622
5,"[0, 3, 6, 9, 10]",logistic_regression,supervised,0.8539,0.8116,0.8098
5,"[0, 3, 6, 9, 11]",logistic_regression,supervised,0.7699,0.8204,0.7796
5,"[0, 3, 6, 10, 11]",logistic_regression,supervised,0.7675,0.7762,0.7575
5,"[0, 3, 7, 8, 9]",logistic_regression,supervised,0.7893,0.8242,0.7911
5,"[0, 3, 7, 8, 10]",logistic_regression,supervised,0.8474,0.8022,0.811
5,"[0, 3, 7, 8, 11]",logistic_regression,supervised,0.6961,0.7364,0.7024
5,"[0, 3, 7, 9, 10]",logistic_regression,supervised,0.8151,0.8274,0.8045
5,"[0, 3, 7, 9, 11]",logistic_regression,supervised,0.7514,0.8173,0.7681
5,"[0, 3, 7, 10, 11]",logistic_regression,supervised,0.8279,0.8099,0.8097
5,"[0, 3, 8, 9, 10]",logistic_regression,supervised,0.8291,0.8104,0.7944
5,"[0, 3, 8, 9, 11]",logistic_regression,supervised,0.7413,0.7737,0.7433
5,"[0, 3, 8, 10, 11]",logistic_regression,supervised,0.8471,0.7906,0.7985
5,"[0, 3, 9, 10, 11]",logistic_regression,supervised,0.8444,0.8215,0.8213
5,"[0, 4, 5, 6, 7]",logistic_regression,supervised,0.7323,0.7261,0.72
5,"[0, 4, 5, 6, 8]",logistic_regression,supervised,0.61,0.6432,0.6121
5,"[0, 4, 5, 6, 9]",logistic_regression,supervised,0.711,0.7306,0.709
5,"[0, 4, 5, 6, 10]",logistic_regression,supervised,0.766,0.7534,0.7411
5,"[0, 4, 5, 6, 11]",logistic_regression,supervised,0.698,0.7028,0.6922
5,"[0, 4, 5, 7, 8]",logistic_regression,supervised,0.8178,0.8003,0.7994
5,"[0, 4, 5, 7, 9]",logistic_regression,supervised,0.7741,0.7752,0.76
5,"[0, 4, 5, 7, 10]",logistic_regression,supervised,0.8099,0.8076,0.8004
5,"[0, 4, 5, 7, 11]",logistic_regression,supervised,0.7303,0.7149,0.7084
5,"[0, 4, 5, 8, 9]",logistic_regression,supervised,0.7778,0.7643,0.7516
5,"[0, 4, 5, 8, 10]",logistic_regression,supervised,0.7657,0.7418,0.7418
5,"[0, 4, 5, 8, 11]",logistic_regression,supervised,0.7431,0.7532,0.7361
5,"[0, 4, 5, 9, 10]",logistic_regression,supervised,0.8143,0.7878,0.7844
5,"[0, 4, 5, 9, 11]",logistic_regression,supervised,0.7601,0.7493,0.7366
5,"[0, 4, 5, 10, 11]",logistic_regression,supervised,0.7689,0.7432,0.7403
5,"[0, 4, 6, 7, 8]",logistic_regression,supervised,0.7272,0.7171,0.7088
5,"[0, 4, 6, 7, 9]",logistic_regression,supervised,0.8085,0.794,0.7929
5,"[0, 4, 6, 7, 10]",logistic_regression,supervised,0.7967,0.7864,0.7861
5,"[0, 4, 6, 7, 11]",logistic_regression,supervised,0.7442,0.7406,0.7345
5,"[0, 4, 6, 8, 9]",logistic_regression,supervised,0.7078,0.71,0.6949
5,"[0, 4, 6, 8, 10]",logistic_regression,supervised,0.6596,0.6793,0.6574
5,"[0, 4, 6, 8, 11]",logistic_regression,supervised,0.6913,0.6913,0.654
5,"[0, 4, 6, 9, 10]",logistic_regression,supervised,0.7776,0.7869,0.7719
5,"[0, 4, 6, 9, 11]",logistic_regression,supervised,0.7508,0.7463,0.7368
5,"[0, 4, 6, 10, 11]",logistic_regression,supervised,0.7741,0.7561,0.7565
5,"[0, 4, 7, 8, 9]",logistic_regression,supervised,0.7774,0.7672,0.7536
5,"[0, 4, 7, 8, 10]",logistic_regression,supervised,0.7695,0.7538,0.7555
5,"[0, 4, 7, 8, 11]",logistic_regression,supervised,0.7642,0.753,0.7458
5,"[0, 4, 7, 9, 10]",logistic_regression,supervised,0.8118,0.8091,0.798
5,"[0, 4, 7, 9, 11]",logistic_regression,supervised,0.76,0.7547,0.7433
5,"[0, 4, 7, 10, 11]",logistic_regression,supervised,0.8116,0.7741,0.785
5,"[0, 4, 8, 9, 10]",logistic_regression,supervised,0.7642,0.7593,0.7491
5,"[0, 4, 8, 9, 11]",logistic_regression,supervised,0.7551,0.7353,0.7247
5,"[0, 4, 8, 10, 11]",logistic_regression,supervised,0.7657,0.7495,0.7385
5,"[0, 4, 9, 10, 11]",logistic_regression,supervised,0.7941,0.7934,0.7832
5,"[0, 5, 6, 7, 8]",logistic_regression,supervised,0.6787,0.7224,0.6868
5,"[0, 5, 6, 7, 9]",logistic_regression,supervised,0.691,0.7004,0.6846
5,"[0, 5, 6, 7, 10]",logistic_regression,supervised,0.7349,0.7311,0.7239
5,"[0, 5, 6, 7, 11]",logistic_regression,supervised,0.7457,0.7026,0.707
5,"[0, 5, 6, 8, 9]",logistic_regression,supervised,0.5948,0.6415,0.58
5,"[0, 5, 6, 8, 10]",logistic_regression,supervised,0.6981,0.6847,0.6668
5,"[0, 5, 6, 8, 11]",logistic_regression,supervised,0.6003,0.5928,0.5713
5,"[0, 5, 6, 9, 10]",logistic_regression,supervised,0.7646,0.7736,0.7563
5,"[0, 5, 6, 9, 11]",logistic_regression,supervised,0.7302,0.7261,0.7115
5,"[0, 5, 6, 10, 11]",logistic_regression,supervised,0.7295,0.6803,0.685
5,"[0, 5, 7, 8, 9]",logistic_regression,supervised,0.7386,0.7519,0.728
5,"[0, 5, 7, 8, 10]",logistic_regression,supervised,0.7474,0.7363,0.7231
5,"[0, 5, 7, 8, 11]",logistic_regression,supervised,0.694,0.7131,0.6916
5,"[0, 5, 7, 9, 10]",logistic_regression,supervised,0.7807,0.7622,0.744
5,"[0, 5, 7, 9, 11]",logistic_regression,supervised,0.7816,0.7535,0.7563
5,"[0, 5, 7, 10, 11]",logistic_regression,supervised,0.7936,0.7288,0.7437
5,"[0, 5, 8, 9, 10]",logistic_regression,supervised,0.7645,0.7555,0.7388
5,"[0, 5, 8, 9, 11]",logistic_regression,supervised,0.7136,0.706,0.6936
5,"[0, 5, 8, 10, 11]",logistic_regression,supervised,0.8224,0.788,0.7839
5,"[0, 5, 9, 10, 11]",logistic_regression,supervised,0.7545,0.7265,0.7293
5,"[0, 6, 7, 8, 9]",logistic_regression,supervised,0.7396,0.7453,0.7142
5,"[0, 6, 7, 8, 10]",logistic_regression,supervised,0.7044,0.7082,0.6935
5,"[0, 6, 7, 8, 11]",logistic_regression,supervised,0.6811,0.6597,0.6516
5,"[0, 6, 7, 9, 10]",logistic_regression,supervised,0.8077,0.7932,0.7862
5,"[0, 6, 7, 9, 11]",logistic_regression,supervised,0.7867,0.775,0.7736
5,"[0, 6, 7, 10, 11]",logistic_regression,supervised,0.795,0.7723,0.7774
5,"[0, 6, 8, 9, 10]",logistic_regression,supervised,0.6642,0.6836,0.662
5,"[0, 6, 8, 9, 11]",logistic_regression,supervised,0.6443,0.6485,0.6339
5,"[0, 6, 8, 10, 11]",logistic_regression,supervised,0.7072,0.694,0.6766
5,"[0, 6, 9, 10, 11]",logistic_regression,supervised,0.8293,0.7678,0.7804
5,"[0, 7, 8, 9, 10]",logistic_regression,supervised,0.8197,0.7558,0.7614
5,"[0, 7, 8, 9, 11]",logistic_regression,supervised,0.7609,0.7499,0.7384
5,"[0, 7, 8, 10, 11]",logistic_regression,supervised,0.853,0.7517,0.7787
5,"[0, 7, 9, 10, 11]",logistic_regression,supervised,0.8146,0.797,0.7969
5,"[0, 8, 9, 10, 11]",logistic_regression,supervised,0.7959,0.7898,0.7815
5,"[1, 2, 3, 4, 5]",logistic_regression,supervised,0.6491,0.6593,0.6123
5,"[1, 2, 3, 4, 6]",logistic_regression,supervised,0.7257,0.7023,0.6679
5,"[1, 2, 3, 4, 7]",logistic_regression,supervised,0.7148,0.7221,0.6941
5,"[1, 2, 3, 4, 8]",logistic_regression,supervised,0.654,0.668,0.636
5,"[1, 2, 3, 4, 9]",logistic_regression,supervised,0.6743,0.704,0.6651
5,"[1, 2, 3, 4, 10]",logistic_regression,supervised,0.6068,0.6786,0.6232
5,"[1, 2, 3, 4, 11]",logistic_regression,supervised,0.6079,0.6298,0.5819
5,"[1, 2, 3, 5, 6]",logistic_regression,supervised,0.6305,0.6756,0.6253
5,"[1, 2, 3, 5, 7]",logistic_regression,supervised,0.693,0.6545,0.658
5,"[1, 2, 3, 5, 8]",logistic_regression,supervised,0.6273,0.7058,0.6564
5,"[1, 2, 3, 5, 9]",logistic_regression,supervised,0.6588,0.7305,0.6673
5,"[1, 2, 3, 5, 10]",logistic_regression,supervised,0.7324,0.715,0.6998
5,"[1, 2, 3, 5, 11]",logistic_regression,supervised,0.6549,0.5963,0.595
5,"[1, 2, 3, 6, 7]",logistic_regression,supervised,0.759,0.6956,0.6937
5,"[1, 2, 3, 6, 8]",logistic_regression,supervised,0.6603,0.6194,0.6032
5,"[1, 2, 3, 6, 9]",logistic_regression,supervised,0.678,0.6661,0.6506
5,"[1, 2, 3, 6, 10]",logistic_regression,supervised,0.7765,0.713,0.7277
5,"[1, 2, 3, 6, 11]",logistic_regression,supervised,0.7006,0.6729,0.6789
5,"[1, 2, 3, 7, 8]",logistic_regression,supervised,0.7219,0.6696,0.6764
5,"[1, 2, 3, 7, 9]",logistic_regression,supervised,0.7869,0.7131,0.7094
5,"[1, 2, 3, 7, 10]",logistic_regression,supervised,0.7317,0.7341,0.7089
5,"[1, 2, 3, 7, 11]",logistic_regression,supervised,0.713,0.7043,0.6852
5,"[1, 2, 3, 8, 9]",logistic_regression,supervised,0.6949,0.7451,0.6867
5,"[1, 2, 3, 8, 10]",logistic_regression,supervised,0.7449,0.6407,0.6568
5,"[1, 2, 3, 8, 11]",logistic_regression,supervised,0.6739,0.647,0.633
5,"[1, 2, 3, 9, 10]",logistic_regression,supervised,0.75,0.7029,0.6893
5,"[1, 2, 3, 9, 11]",logistic_regression,supervised,0.6581,0.6319,0.6094
5,"[1, 2, 3, 10, 11]",logistic_regression,supervised,0.782,0.6894,0.7132
5,"[1, 2, 4, 5, 6]",logistic_regression,supervised,0.6947,0.6587,0.6417
5,"[1, 2, 4, 5, 7]",logistic_regression,supervised,0.684,0.7135,0.6796
5,"[1, 2, 4, 5, 8]",logistic_regression,supervised,0.6686,0.688,0.6498
5,"[1, 2, 4, 5, 9]",logistic_regression,supervised,0.7473,0.685,0.6966
5,"[1, 2, 4, 5, 10]",logistic_regression,supervised,0.6982,0.6587,0.6577
5,"[1, 2, 4, 5, 11]",logistic_regression,supervised,0.6567,0.6252,0.6099
5,"[1, 2, 4, 6, 7]",logistic_regression,supervised,0.8258,0.7394,0.7591
5,"[1, 2, 4, 6, 8]",logistic_regression,supervised,0.6902,0.6143,0.6293
5,"[1, 2, 4, 6, 9]",logistic_regression,supervised,0.7874,0.6852,0.7118
5,"[1, 2, 4, 6, 10]",logistic_regression,supervised,0.7416,0.6656,0.6814
5,"[1, 2, 4, 6, 11]",logistic_regression,supervised,0.6706,0.6355,0.6353
5,"[1, 2, 4, 7, 8]",logistic_regression,supervised,0.7439,0.7319,0.7135
5,"[1, 2, 4, 7, 9]",logistic_regression,supervised,0.7582,0.7182,0.7157
5,"[1, 2, 4, 7, 10]",logistic_regression,supervised,0.8042,0.7344,0.7379
5,"[1, 2, 4, 7, 11]",logistic_regression,supervised,0.8167,0.7052,0.7343
5,"[1, 2, 4, 8, 9]",logistic_regression,supervised,0.7381,0.6927,0.6834
5,"[1, 2, 4, 8, 10]",logistic_regression,supervised,0.7132,0.6481,0.6539
5,"[1, 2, 4, 8, 11]",logistic_regression,supervised,0.7068,0.6333,0.6404
5,"[1, 2, 4, 9, 10]",logistic_regression,supervised,0.7969,0.695,0.7117
5,"[1, 2, 4, 9, 11]",logistic_regression,supervised,0.7147,0.6714,0.6612
5,"[1, 2, 4, 10, 11]",logistic_regression,supervised,0.6574,0.6436,0.642
5,"[1, 2, 5, 6, 7]",logistic_regression,supervised,0.6825,0.6534,0.6545
5,"[1, 2, 5, 6, 8]",logistic_regression,supervised,0.5621,0.5518,0.5473
5,"[1, 2, 5, 6, 9]",logistic_regression,supervised,0.6833,0.6806,0.6664
5,"[1, 2, 5, 6, 10]",logistic_regression,supervised,0.6839,0.6624,0.6626
5,"[1, 2, 5, 6, 11]",logistic_regression,supervised,0.662,0.5914,0.6047
5,"[1, 2, 5, 7, 8]",logistic_regression,supervised,0.6811,0.6566,0.6367
5,"[1, 2, 5, 7, 9]",logistic_regression,supervised,0.6984,0.6973,0.6862
5,"[1, 2, 5, 7, 10]",logistic_regression,supervised,0.7326,0.6896,0.6966
5,"[1, 2, 5, 7, 11]",logistic_regression,supervised,0.6775,0.6441,0.6514
5,"[1, 2, 5, 8, 9]",logistic_regression,supervised,0.6675,0.6676,0.6471
5,"[1, 2, 5, 8, 10]",logistic_regression,supervised,0.7353,0.6621,0.6482
5,"[1, 2, 5, 8, 11]",logistic_regression,supervised,0.612,0.6088,0.5928
5,"[1, 2, 5, 9, 10]",logistic_regression,supervised,0.7654,0.6678,0.6874
5,"[1, 2, 5, 9, 11]",logistic_regression,supervised,0.5875,0.6175,0.592
5,"[1, 2, 5, 10, 11]",logistic_regression,supervised,0.7344,0.693,0.6924
5,"[1, 2, 6, 7, 8]",logistic_regression,supervised,0.6486,0.6047,0.6189
5,"[1, 2, 6, 7, 9]",logistic_regression,supervised,0.7911,0.7095,0.7159
5,"[1, 2, 6, 7, 10]",logistic_regression,supervised,0.7744,0.7214,0.7313
5,"[1, 2, 6, 7, 11]",logistic_regression,supervised,0.7364,0.6734,0.6893
5,"[1, 2, 6, 8, 9]",logistic_regression,supervised,0.6018,0.5936,0.5884
5,"[1, 2, 6, 8, 10]",logistic_regression,supervised,0.7136,0.6343,0.6491
5,"[1, 2, 6, 8, 11]",logistic_regression,supervised,0.5885,0.5439,0.5491
5,"[1, 2, 6, 9, 10]",logistic_regression,supervised,0.7924,0.7126,0.7273
5,"[1, 2, 6, 9, 11]",logistic_regression,supervised,0.6843,0.6296,0.6427
5,"[1, 2, 6, 10, 11]",logistic_regression,supervised,0.753,0.6984,0.7118
5,"[1, 2, 7, 8, 9]",logistic_regression,supervised,0.8088,0.6738,0.7061
5,"[1, 2, 7, 8, 10]",logistic_regression,supervised,0.8053,0.6695,0.7023
5,"[1, 2, 7, 8, 11]",logistic_regression,supervised,0.7086,0.6685,0.6561
5,"[1, 2, 7, 9, 10]",logistic_regression,supervised,0.8073,0.7128,0.7358
5,"[1, 2, 7, 9, 11]",logistic_regression,supervised,0.7477,0.7067,0.7147
5,"[1, 2, 7, 10, 11]",logistic_regression,supervised,0.7654,0.7322,0.7331
5,"[1, 2, 8, 9, 10]",logistic_regression,supervised,0.767,0.7109,0.7075
5,"[1, 2, 8, 9, 11]",logistic_regression,supervised,0.654,0.6366,0.6296
5,"[1, 2, 8, 10, 11]",logistic_regression,supervised,0.7739,0.6646,0.6827
5,"[1, 2, 9, 10, 11]",logistic_regression,supervised,0.7941,0.7357,0.7469
5,"[1, 3, 4, 5, 6]",logistic_regression,supervised,0.6987,0.7146,0.691
5,"[1, 3, 4, 5, 7]",logistic_regression,supervised,0.6939,0.7572,0.7024
5,"[1, 3, 4, 5, 8]",logistic_regression,supervised,0.6032,0.6765,0.618
5,"[1, 3, 4, 5, 9]",logistic_regression,supervised,0.7774,0.7179,0.7182
5,"[1, 3, 4, 5, 10]",logistic_regression,supervised,0.6801,0.7698,0.7045
5,"[1, 3, 4, 5, 11]",logistic_regression,supervised,0.6592,0.7313,0.6756
5,"[1, 3, 4, 6, 7]",logistic_regression,supervised,0.7275,0.7662,0.728
5,"[1, 3, 4, 6, 8]",logistic_regression,supervised,0.5864,0.6492,0.6004
5,"[1, 3, 4, 6, 9]",logistic_regression,supervised,0.7108,0.7531,0.7064
5,"[1, 3, 4, 6, 10]",logistic_regression,supervised,0.6686,0.78,0.7031
5,"[1, 3, 4, 6, 11]",logistic_regression,supervised,0.6377,0.7133,0.6503
5,"[1, 3, 4, 7, 8]",logistic_regression,supervised,0.7465,0.7688,0.7282
5,"[1, 3, 4, 7, 9]",logistic_regression,supervised,0.7487,0.7477,0.7213
5,"[1, 3, 4, 7, 10]",logistic_regression,supervised,0.6852,0.7371,0.6889
5,"[1, 3, 4, 7, 11]",logistic_regression,supervised,0.6774,0.7277,0.6837
5,"[1, 3, 4, 8, 9]",logistic_regression,supervised,0.6565,0.7462,0.6685
5,"[1, 3, 4, 8, 10]",logistic_regression,supervised,0.6543,0.7178,0.6638
5,"[1, 3, 4, 8, 11]",logistic_regression,supervised,0.6567,0.6561,0.6355
5,"[1, 3, 4, 9, 10]",logistic_regression,supervised,0.6569,0.7575,0.688
5,"[1, 3, 4, 9, 11]",logistic_regression,supervised,0.6367,0.7232,0.6604
5,"[1, 3, 4, 10, 11]",logistic_regression,supervised,0.7396,0.7027,0.7099
5,"[1, 3, 5, 6, 7]",logistic_regression,supervised,0.725,0.7164,0.7111
5,"[1, 3, 5, 6, 8]",logistic_regression,supervised,0.6015,0.5949,0.5785
5,"[1, 3, 5, 6, 9]",logistic_regression,supervised,0.6958,0.7464,0.6915
5,"[1, 3, 5, 6, 10]",logistic_regression,supervised,0.7113,0.7637,0.7198
5,"[1, 3, 5, 6, 11]",logistic_regression,supervised,0.722,0.6973,0.695
5,"[1, 3, 5, 7, 8]",logistic_regression,supervised,0.7552,0.7585,0.7317
5,"[1, 3, 5, 7, 9]",logistic_regression,supervised,0.7399,0.7905,0.7403
5,"[1, 3, 5, 7, 10]",logistic_regression,supervised,0.7755,0.8085,0.7777
5,"[1, 3, 5, 7, 11]",logistic_regression,supervised,0.7341,0.7433,0.7183
5,"[1, 3, 5, 8, 9]",logistic_regression,supervised,0.6295,0.7644,0.6759
5,"[1, 3, 5, 8, 10]",logistic_regression,supervised,0.7663,0.7451,0.7293
5,"[1, 3, 5, 8, 11]",logistic_regression,supervised,0.6911,0.7595,0.6988
