k,class_subset,embedding,clustering,precision,recall,f1
2,"[0, 4]",e5,spectral,0.8806,0.8927,0.8804
2,"[0, 4]",e5,hdbscan,0.7089,0.5112,0.3167
2,"[1, 2]",e5,kmeans,0.8664,0.8484,0.8533
2,"[1, 2]",e5,hac,0.8299,0.7745,0.7792
2,"[1, 2]",e5,spectral,0.5441,0.5028,0.3751
2,"[1, 2]",e5,dbscan,0.5789,0.5708,0.5671
2,"[1, 3]",e5,kmeans,0.7916,0.7802,0.7652
2,"[1, 3]",e5,hac,0.7744,0.767,0.7539
2,"[1, 3]",e5,spectral,0.77,0.7648,0.7664
2,"[1, 3]",e5,dbscan,0.7406,0.5146,0.3882
2,"[1, 3]",e5,hdbscan,0.7767,0.5052,0.3666
2,"[1, 4]",e5,kmeans,0.8618,0.8799,0.8689
2,"[1, 4]",e5,hac,0.8689,0.778,0.8006
2,"[1, 4]",e5,spectral,0.909,0.8393,0.8614
2,"[1, 4]",e5,dbscan,0.6451,0.6342,0.6377
2,"[1, 4]",e5,hdbscan,0.6172,0.6215,0.5711
2,"[2, 3]",e5,kmeans,0.5769,0.5767,0.5496
2,"[2, 3]",e5,hac,0.4868,0.4934,0.4503
2,"[2, 3]",e5,spectral,0.569,0.55,0.4728
2,"[2, 3]",e5,hdbscan,0.7056,0.5087,0.3992
2,"[2, 4]",e5,kmeans,0.819,0.8323,0.8147
2,"[2, 4]",e5,hac,0.7271,0.7271,0.6976
2,"[2, 4]",e5,spectral,0.8447,0.8431,0.8438
2,"[2, 4]",e5,dbscan,0.7001,0.5017,0.2891
2,"[2, 4]",e5,hdbscan,0.6118,0.6026,0.5614
2,"[3, 4]",e5,kmeans,0.6854,0.7203,0.6705
2,"[3, 4]",e5,hac,0.7099,0.707,0.7084
2,"[3, 4]",e5,spectral,0.6529,0.6626,0.6566
2,"[3, 4]",e5,dbscan,0.5927,0.5681,0.5691
2,"[3, 4]",e5,hdbscan,0.6051,0.5911,0.5948
3,"[0, 1, 2]",e5,kmeans,0.7668,0.7557,0.758
3,"[0, 1, 2]",e5,hac,0.7622,0.7175,0.7231
3,"[0, 1, 2]",e5,spectral,0.5885,0.5527,0.472
3,"[0, 1, 2]",e5,dbscan,0.4572,0.335,0.184
3,"[0, 1, 2]",e5,hdbscan,0.553,0.3404,0.1971
3,"[0, 1, 3]",e5,kmeans,0.7072,0.7023,0.6949
3,"[0, 1, 3]",e5,hac,0.6795,0.6682,0.6608
3,"[0, 1, 3]",e5,spectral,0.6013,0.5974,0.5849
3,"[0, 1, 3]",e5,hdbscan,0.4753,0.3385,0.2094
3,"[0, 1, 4]",e5,kmeans,0.8088,0.8159,0.8074
3,"[0, 1, 4]",e5,hac,0.8067,0.7212,0.7362
3,"[0, 1, 4]",e5,spectral,0.8321,0.7764,0.7807
3,"[0, 2, 3]",e5,kmeans,0.5429,0.5297,0.5344
3,"[0, 2, 3]",e5,hac,0.5028,0.5014,0.5002
3,"[0, 2, 3]",e5,spectral,0.5092,0.5069,0.5005
3,"[0, 2, 4]",e5,kmeans,0.7497,0.7501,0.7459
3,"[0, 2, 4]",e5,hac,0.6936,0.6877,0.6876
3,"[0, 2, 4]",e5,spectral,0.7252,0.7251,0.7216
3,"[0, 2, 4]",e5,dbscan,0.32,0.3023,0.1721
3,"[0, 3, 4]",e5,kmeans,0.7022,0.6932,0.6858
3,"[0, 3, 4]",e5,hac,0.6609,0.628,0.6354
3,"[0, 3, 4]",e5,spectral,0.6155,0.617,0.6075
3,"[1, 2, 3]",e5,kmeans,0.5444,0.5458,0.5232
3,"[1, 2, 3]",e5,hac,0.4558,0.4604,0.4171
3,"[1, 2, 3]",e5,spectral,0.519,0.5367,0.5226
3,"[1, 2, 3]",e5,dbscan,0.574,0.3746,0.2673
3,"[1, 2, 3]",e5,hdbscan,0.4258,0.3406,0.2134
3,"[1, 2, 4]",e5,kmeans,0.7455,0.7557,0.7459
3,"[1, 2, 4]",e5,hac,0.6841,0.6966,0.6845
3,"[1, 2, 4]",e5,spectral,0.6249,0.5505,0.4947
3,"[1, 2, 4]",e5,dbscan,0.4385,0.4044,0.3374
3,"[1, 3, 4]",e5,kmeans,0.652,0.6674,0.6454
3,"[1, 3, 4]",e5,hac,0.6627,0.6284,0.6197
3,"[1, 3, 4]",e5,spectral,0.6846,0.65,0.6616
3,"[1, 3, 4]",e5,dbscan,0.6055,0.4102,0.3702
3,"[1, 3, 4]",e5,hdbscan,0.402,0.3693,0.2163
3,"[2, 3, 4]",e5,kmeans,0.5714,0.5531,0.5518
3,"[2, 3, 4]",e5,hac,0.455,0.4823,0.4567
3,"[2, 3, 4]",e5,spectral,0.508,0.5312,0.5073
3,"[2, 3, 4]",e5,dbscan,0.4393,0.3339,0.1629
4,"[0, 1, 2, 3]",e5,kmeans,0.4985,0.5144,0.4959
4,"[0, 1, 2, 3]",e5,hac,0.5429,0.5333,0.5367
4,"[0, 1, 2, 3]",e5,spectral,0.5351,0.5175,0.471
4,"[0, 1, 2, 4]",e5,kmeans,0.723,0.7159,0.7156
4,"[0, 1, 2, 4]",e5,hac,0.6553,0.5655,0.5694
4,"[0, 1, 2, 4]",e5,spectral,0.5941,0.5918,0.5328
4,"[0, 1, 3, 4]",e5,kmeans,0.6721,0.665,0.6598
4,"[0, 1, 3, 4]",e5,hac,0.639,0.6206,0.6248
4,"[0, 1, 3, 4]",e5,spectral,0.6156,0.5918,0.5631
4,"[0, 2, 3, 4]",e5,kmeans,0.568,0.5558,0.5598
4,"[0, 2, 3, 4]",e5,hac,0.485,0.4692,0.4595
4,"[0, 2, 3, 4]",e5,spectral,0.5368,0.5273,0.5118
4,"[1, 2, 3, 4]",e5,kmeans,0.5111,0.5245,0.5093
4,"[1, 2, 3, 4]",e5,hac,0.4896,0.4977,0.4848
4,"[1, 2, 3, 4]",e5,spectral,0.4983,0.5109,0.4999
4,"[1, 2, 3, 4]",e5,dbscan,0.3004,0.2503,0.0855
4,"[1, 2, 3, 4]",e5,hdbscan,0.4736,0.3188,0.2328
5,"[0, 1, 2, 3, 4]",e5,kmeans,0.5217,0.531,0.5213
5,"[0, 1, 2, 3, 4]",e5,hac,0.5465,0.5095,0.5187
5,"[0, 1, 2, 3, 4]",e5,spectral,0.4645,0.4639,0.4235
2,"[0, 1]",instructor,kmeans,0.9017,0.9009,0.9013
2,"[0, 1]",instructor,hac,0.7943,0.7943,0.7785
2,"[0, 1]",instructor,spectral,0.8916,0.8723,0.8784
2,"[0, 1]",instructor,hdbscan,0.6862,0.5034,0.3722
2,"[0, 2]",instructor,kmeans,0.7888,0.7878,0.7866
2,"[0, 2]",instructor,hac,0.7917,0.7731,0.7665
2,"[0, 2]",instructor,spectral,0.6823,0.6427,0.6261
2,"[0, 2]",instructor,hdbscan,0.5905,0.5018,0.346
2,"[0, 3]",instructor,kmeans,0.793,0.8104,0.7859
2,"[0, 3]",instructor,hac,0.7739,0.789,0.7618
2,"[0, 3]",instructor,spectral,0.5597,0.5148,0.447
2,"[0, 3]",instructor,hdbscan,0.813,0.513,0.4104
2,"[0, 4]",instructor,kmeans,0.8662,0.8778,0.8647
2,"[0, 4]",instructor,hac,0.8058,0.8108,0.7904
2,"[0, 4]",instructor,spectral,0.8415,0.8499,0.8316
2,"[0, 4]",instructor,hdbscan,0.5109,0.5106,0.4897
2,"[1, 2]",instructor,kmeans,0.8294,0.8193,0.8224
2,"[1, 2]",instructor,hac,0.839,0.8132,0.8184
2,"[1, 2]",instructor,spectral,0.8395,0.8338,0.8359
2,"[1, 2]",instructor,hdbscan,0.5388,0.5393,0.5366
2,"[1, 3]",instructor,kmeans,0.7936,0.7897,0.7788
2,"[1, 3]",instructor,hac,0.7662,0.7564,0.7418
2,"[1, 3]",instructor,spectral,0.7518,0.7307,0.7328
2,"[1, 3]",instructor,hdbscan,0.5681,0.5038,0.3723
2,"[1, 4]",instructor,kmeans,0.8349,0.8635,0.8418
2,"[1, 4]",instructor,hac,0.8782,0.7582,0.7822
2,"[1, 4]",instructor,spectral,0.8932,0.8006,0.825
2,"[1, 4]",instructor,dbscan,0.6752,0.5107,0.2804
2,"[1, 4]",instructor,hdbscan,0.6391,0.6498,0.6405
2,"[2, 3]",instructor,kmeans,0.5634,0.5519,0.4913
2,"[2, 3]",instructor,hac,0.5733,0.5522,0.4729
2,"[2, 3]",instructor,spectral,0.4702,0.4791,0.4572
2,"[2, 3]",instructor,hdbscan,0.5121,0.5012,0.399
2,"[2, 4]",instructor,kmeans,0.7976,0.8087,0.7883
2,"[2, 4]",instructor,hac,0.755,0.7633,0.7421
2,"[2, 4]",instructor,spectral,0.804,0.6439,0.6309
2,"[2, 4]",instructor,dbscan,0.7023,0.5107,0.3089
2,"[3, 4]",instructor,kmeans,0.6897,0.7251,0.6822
2,"[3, 4]",instructor,hac,0.5921,0.6011,0.594
2,"[3, 4]",instructor,spectral,0.6345,0.636,0.6352
2,"[3, 4]",instructor,dbscan,0.6527,0.5107,0.2549
3,"[0, 1, 2]",instructor,kmeans,0.7457,0.7361,0.7393
3,"[0, 1, 2]",instructor,hac,0.7534,0.6593,0.666
3,"[0, 1, 2]",instructor,spectral,0.4136,0.547,0.4394
3,"[0, 1, 2]",instructor,hdbscan,0.4574,0.3361,0.1864
3,"[0, 1, 3]",instructor,kmeans,0.7207,0.7163,0.7102
3,"[0, 1, 3]",instructor,hac,0.653,0.6482,0.6419
3,"[0, 1, 3]",instructor,spectral,0.293,0.3169,0.1949
3,"[0, 1, 4]",instructor,kmeans,0.8072,0.8125,0.801
3,"[0, 1, 4]",instructor,hac,0.7742,0.6989,0.6995
3,"[0, 1, 4]",instructor,spectral,0.7915,0.7365,0.7356
3,"[0, 1, 4]",instructor,dbscan,0.4395,0.3404,0.175
3,"[0, 1, 4]",instructor,hdbscan,0.6032,0.3452,0.2977
3,"[0, 2, 3]",instructor,kmeans,0.523,0.5092,0.5145
3,"[0, 2, 3]",instructor,hac,0.5612,0.5439,0.4913
3,"[0, 2, 3]",instructor,spectral,0.4017,0.3532,0.2731
3,"[0, 2, 3]",instructor,hdbscan,0.4642,0.3356,0.1924
3,"[0, 2, 4]",instructor,kmeans,0.7264,0.7287,0.7264
3,"[0, 2, 4]",instructor,hac,0.6539,0.6434,0.6472
3,"[0, 2, 4]",instructor,spectral,0.4481,0.5501,0.4645
3,"[0, 2, 4]",instructor,dbscan,0.4333,0.3404,0.1677
3,"[0, 2, 4]",instructor,hdbscan,0.4948,0.3271,0.254
3,"[0, 3, 4]",instructor,kmeans,0.6909,0.6867,0.6758
3,"[0, 3, 4]",instructor,hac,0.6211,0.6,0.6023
3,"[0, 3, 4]",instructor,spectral,0.5218,0.4542,0.4251
3,"[0, 3, 4]",instructor,dbscan,0.4444,0.3404,0.1806
3,"[0, 3, 4]",instructor,hdbscan,0.5009,0.3211,0.2803
3,"[1, 2, 3]",instructor,kmeans,0.4758,0.502,0.4822
3,"[1, 2, 3]",instructor,hac,0.4654,0.4895,0.4595
3,"[1, 2, 3]",instructor,spectral,0.4803,0.5063,0.4828
3,"[1, 2, 4]",instructor,kmeans,0.7397,0.7455,0.736
3,"[1, 2, 4]",instructor,hac,0.6573,0.677,0.6518
3,"[1, 2, 4]",instructor,spectral,0.5418,0.4978,0.4366
3,"[1, 2, 4]",instructor,hdbscan,0.6238,0.3997,0.3306
3,"[1, 3, 4]",instructor,kmeans,0.6778,0.6848,0.6634
3,"[1, 3, 4]",instructor,hac,0.618,0.6261,0.6096
3,"[1, 3, 4]",instructor,spectral,0.4357,0.4146,0.3511
3,"[2, 3, 4]",instructor,kmeans,0.5005,0.5016,0.4994
3,"[2, 3, 4]",instructor,hac,0.5405,0.4426,0.3834
3,"[2, 3, 4]",instructor,spectral,0.4969,0.4906,0.4787
4,"[0, 1, 2, 3]",instructor,kmeans,0.5475,0.5504,0.5307
4,"[0, 1, 2, 3]",instructor,hac,0.5831,0.5111,0.4907
4,"[0, 1, 2, 3]",instructor,spectral,0.2956,0.2186,0.1726
4,"[0, 1, 2, 4]",instructor,kmeans,0.6982,0.6959,0.6949
4,"[0, 1, 2, 4]",instructor,hac,0.5953,0.5859,0.5656
4,"[0, 1, 2, 4]",instructor,spectral,0.5216,0.3644,0.2981
4,"[0, 1, 2, 4]",instructor,hdbscan,0.4012,0.2353,0.1782
4,"[0, 1, 3, 4]",instructor,kmeans,0.6712,0.6656,0.6564
4,"[0, 1, 3, 4]",instructor,hac,0.5959,0.5845,0.5654
4,"[0, 1, 3, 4]",instructor,spectral,0.3628,0.4075,0.3397
4,"[0, 1, 3, 4]",instructor,hdbscan,0.5069,0.2578,0.2078
4,"[0, 2, 3, 4]",instructor,kmeans,0.551,0.5378,0.5363
4,"[0, 2, 3, 4]",instructor,hac,0.4871,0.4692,0.4674
4,"[0, 2, 3, 4]",instructor,spectral,0.502,0.4912,0.4575
4,"[0, 2, 3, 4]",instructor,hdbscan,0.4031,0.2485,0.1901
4,"[1, 2, 3, 4]",instructor,kmeans,0.5096,0.5223,0.5118
4,"[1, 2, 3, 4]",instructor,hac,0.4435,0.4347,0.4071
4,"[1, 2, 3, 4]",instructor,spectral,0.364,0.3591,0.3211
5,"[0, 1, 2, 3, 4]",instructor,kmeans,0.5488,0.5482,0.5385
5,"[0, 1, 2, 3, 4]",instructor,hac,0.4791,0.4654,0.4403
5,"[0, 1, 2, 3, 4]",instructor,spectral,0.3019,0.3009,0.2733
